spot	init	swapped
0	0.9369077761049961	0.9699418840029977
1	0.9376594271005851	0.9819560028431927
2	0.9007454669230576	0.982814970689424
3	0.9473259232136155	0.9892373576842283
4	0.957650208776547	0.990242329726495
5	0.9607901076270088	0.9951160764619359
6	0.9585542379920936	0.9915131617543027
7	0.9662207454618721	0.9876726951984359
8	0.9567459040950336	0.9864066640028556
9	0.9545928284705981	0.9898829582537074
10	0.9672615122029227	0.9879476520601347
11	0.9582243813538412	0.9875853341996398
12	0.9721851244110917	0.9946432841069204
13	0.9626076017642263	0.9896762292894267
14	0.9482560187243785	0.9886615342957557
15	0.9583684431612172	0.9877862539460756
16	0.959888967671581	0.9887682813333579
17	0.972253611557218	0.9866446550135864
18	0.9429001834532678	0.9621630753588636
19	0.8778764930093048	0.9551861498763838
20	0.9304152565761162	0.9843527071833605
21	0.8652319244118123	0.9916799530342909
22	0.9813554015691189	0.9949052210046343
23	0.9706932323364638	0.9929822268311548
24	0.9642120874258372	0.9802989389607664
25	0.9667157058784516	0.9962323646639276
26	0.967910131290414	0.9925924990228066
27	0.9725973807793897	0.9857545703085575
28	0.9478161562794406	0.9886107530680452
29	0.9605477236298325	0.9816757982342221
30	0.9651209199821426	0.9852013112350237
31	0.9613687529167738	0.9907162036375586
32	0.9627830459738994	0.9906480907516606
33	0.9481072658679504	0.9739301987966255
34	0.9521728483220254	0.9801883643176506
35	0.9551707753614999	0.9745172982818441
36	0.9589656730379921	0.976341928582076
37	0.9355706398872782	0.95915261618493
38	0.9920549720289975	0.9912234430765322
39	0.9873564514306888	0.988181546335874
40	0.9604882858541571	0.9914623633386039
41	0.9214191103291821	0.9729468002079372
42	0.9813900566599902	0.9916910580641541
43	0.9713494548710649	0.9875768803174283
44	0.9785505164664321	0.9908142775305325
45	0.9749863477867392	0.9858199054297189
46	0.9727316096480482	0.9851056818241917
47	0.9816614472354579	0.9870476412332173
48	0.9812300947492996	0.9882871053846035
49	0.9870234826736128	0.9912850257465226
50	0.9679063649945594	0.987873874051015
51	0.978223513646155	0.9845244910365418
52	0.9758054931760559	0.9844699767194194
53	0.9781668509564955	0.9897777730005856
54	0.9646896054987758	0.9882802611204418
55	0.9618691302382834	0.9788576528121938
56	0.8856760366102616	0.9166669154946784
57	0.978587806858473	0.9827194694822465
58	0.9652528225716926	0.9753318665761036
59	0.9368720854609509	0.9790982500979382
60	0.9647367622597032	0.9906983768026347
61	0.977597590866789	0.9864581196650334
62	0.9749823872469348	0.9840919984460673
63	0.9790804951590757	0.9932358526738395
64	0.9596418857711375	0.9830198071878717
65	0.9801557893690444	0.9877324789327027
66	0.9900856275921159	0.9916127391240738
67	0.9773411313649789	0.9913526073790995
68	0.9587876792013086	0.9853954263880852
69	0.9706537274439283	0.9882493778784794
70	0.9840510465445009	0.9893830728478008
71	0.9710842457744888	0.9779724369636578
72	0.9727986739226989	0.9850138347336869
73	0.9819073628410285	0.9876098396497411
74	0.9692862266250819	0.9753614240208308
75	0.8545264973596658	0.9337732633884337
76	0.9419328812846057	0.9603163262291559
77	0.9766793774523708	0.9827010829591477
78	0.9108866499236691	0.9748921606783943
79	0.9171256119325245	0.9880263042175417
80	0.9780850163342144	0.990856920370186
81	0.9745885308432374	0.9849489551806101
82	0.9764467848317446	0.9886783384505635
83	0.9856440281160096	0.9915925825937518
84	0.9832276719241642	0.9937730205227332
85	0.9694877948876169	0.9858478872120083
86	0.9803902379652649	0.9887434022384736
87	0.975588515802685	0.995112406432547
88	0.9742359088960284	0.9864627056248764
89	0.9643659064338584	0.9769000960733396
90	0.9727219735886561	0.9824526078579463
91	0.890500543054179	0.9112278164373849
92	0.9670237820116505	0.975743851774535
93	0.922685973992598	0.9463739387851499
94	0.9431856455670071	0.9718134156048304
95	0.9778557668437882	0.9854010797134596
96	0.9617945159215444	0.9851977734544953
97	0.9640881712964885	0.9867235720311612
98	0.9503206998202957	0.977680977244152
99	0.9791801549787431	0.9895236293101691
100	0.9799355130972006	0.9870644078200728
101	0.9738315539511945	0.9825431098707874
102	0.9607383550821138	0.9821170865201634
103	0.9863188101520445	0.9901792629844243
104	0.986690416526178	0.9916477873783378
105	0.9794384906958086	0.9876052598360803
106	0.9743822652889399	0.9840841468225668
107	0.9689849741759535	0.9739983560530211
108	0.9811135636581084	0.9901296240876832
109	0.9724775524196841	0.9811249400675397
110	0.9635135903467392	0.9702669348381836
111	0.9556944382382448	0.964162546415971
112	0.9365245666483238	0.9594792968656821
114	0.9651615072343966	0.982559320005566
115	0.930101838738855	0.9672139126239392
116	0.9641347986786664	0.9911560865448125
117	0.9622180938702832	0.9736263117656757
118	0.9761573721361816	0.9834792309886815
119	0.9780304082136999	0.9841748009709426
120	0.9825944094604127	0.9838448548284832
121	0.9783662443339658	0.9814240578227169
122	0.9836168124374363	0.9894099426827362
123	0.9833014501416067	0.9878339780123331
124	0.9812304854729827	0.9833138156281741
125	0.9756303116166788	0.9884014512511412
126	0.9882343581939358	0.9872163410091918
127	0.9753459386410124	0.9811029206398032
128	0.9830744429680458	0.985247177220487
129	0.9752371382543551	0.978565518291878
130	0.9762940415512203	0.9798305624034206
131	0.686586382321656	0.7582229781743572
132	0.8375228623695001	0.8793651168782567
133	0.9698019318687148	0.9823758511525584
134	0.9691123592600773	0.9752575941858919
135	0.9811702895642032	0.9903861452344782
136	0.9716336107096539	0.9764267641784563
137	0.9919485516130707	0.992909408142307
138	0.9882214090461193	0.9898781820560438
139	0.9844074673478757	0.9859920299807612
140	0.9834070566278048	0.9869027067763847
141	0.9805347999145932	0.9853387233458283
142	0.9770636020719484	0.9846522840896339
143	0.9771021294306756	0.9900016598497939
144	0.9917521514350479	0.9932366747929798
145	0.9869781418565677	0.9883927859042854
146	0.9814698574630464	0.991051500580544
147	0.978799548874017	0.9806386391228984
148	0.9763894231237267	0.9821638418627392
149	0.9667835064867252	0.9667835064867252
150	0.6987072787298565	0.7916605777376821
151	0.9330448786196835	0.9843214210124026
152	0.9365579926881672	0.9731623577063494
153	0.9137685488943114	0.9552716483286618
154	0.9551142742413977	0.9646694477927096
155	0.9846246834676583	0.9865720821126601
156	0.9898563507373114	0.9912983690247256
157	0.9883142485912515	0.9874725142735021
158	0.9907002661491746	0.9938340412835843
159	0.9825244032078421	0.986822934532215
160	0.9847531341115674	0.9889585609883637
161	0.9890268626064187	0.9896674141468963
162	0.9867348619967661	0.9925482096710233
163	0.9742964504025123	0.9772257105839469
164	0.9897232354106568	0.9928708564007446
165	0.9785442136387941	0.9785442136387941
166	0.9777374767734522	0.9805418581871735
167	0.9781491200521077	0.9852796551649197
168	0.97593346624256	0.9777450200516402
169	0.934484270168835	0.9548139233224116
170	0.9587102436836855	0.9939649251886786
171	0.9491234943412881	0.9877777850499517
172	0.9488721913358306	0.9845139932751026
173	0.9548141895470534	0.9808428252641486
174	0.9793040927208175	0.9774128347501431
175	0.9861033132514161	0.9835663107818634
176	0.9751802013619544	0.9796363357922551
177	0.9810182508949526	0.9798970563724345
178	0.99486805262689	0.9959181052957555
179	0.9952765800042708	0.9956131298176631
180	0.9825616089412252	0.9843357270624205
181	0.9808124316717839	0.9816943395321277
182	0.9749956418335121	0.975450041109477
183	0.9778708429700448	0.979872078902435
184	0.9785813398587249	0.9864104154867765
185	0.9418458100499995	0.9645369409844772
186	0.9767981892046557	0.9735365217488973
187	0.899853184544783	0.8815520176236887
188	0.8783710602497532	0.871578885829436
189	0.9803199263229668	0.9896521917467082
